Description,Link
paox33glowy healthy skin ✨sharing some of my skincare must haves and a” no makeup “makeup look 💕do you guys like when i post skin care videos ? leave me a 💦 if you want more skin care videos ☺️exfoliating mask @lancomeofficial #lancome . (only exfoliate once a week )face oil @dermalogica phyto replenish oil #dermalogica jade roller @skingymco (helps my skin look more plump and helps with fine lines)eye cream @origins #origins concealer @byterryofficial bronzer @beccacosmetics sunlit bronzer “capri coast “ #beccacosmetics blush @benefitcosmetics galifornia #benefitcosmetics highlighter @glossier #glossier dew effect highlighter in moonstone (obsessed with this highlighter it gives that wet skin effect ) #paox33 #wakeupandmakeup #skincarevideos #makeupvideoss #makeuptutorials #makeuplooks #maquillaje #skincareroutine #combinationskin #makeupforbarbies #allmodernmakeup #hudabeauty97w,https://www.instagram.com/p/BjV9JxAAXTW/
paox33n a r a n j a vibes 🍊✨ when the self timer comes through 😬🙌eyes @colourpopcosmetics orange you glad eyeshadow palette #colourpop liner @sammarcelbeauty waterproof liquid liner lipstick @ctilburymakeup glowing jen #charlottetilbury foundation @fentybeauty #fentybeauty #profilterfoundation in 235concealer @fentybeauty pro filtr in 235face palette @ctilburymakeup glowgasm face palette #paox3337w,https://www.instagram.com/p/B0WpB_FFKCD/
"paox33#skincarevideo ✨👀 trying out some new skin care goodies 🙌🎥leave me some ""💦💦💦"" if you guys wanna see more skin care videos ❤️my skin type is combination cleanser : @glamglow galactic cleanser when you add water it transforms into a cleanser milk #galacticcleanse massaging facial device : @elfcosmetics this little device vibrates and it's supposed to help exfoliate and clean the skin sheet mask : @glamglow #bubblesheet lip mask : @kncbeauty collagen infused lip mask toner : @pixibeauty #glowtonic first time trying out this toner and oh myyy 🙌 gave my skin the prettiest glow ✨eye cream : @origins #origins moisturizer : @belifusa #belifusa the true cream aqua bombface spray : @dermalogica #dermalogica antioxidant hydramist it made my skin feel super hydrated ! song - luis fonsi ft demi lovato echame la culpa #paox33 #skincare #glow #hudabeauty #combinationskin #beautycare #skincareaddict #skincareroutine #beautyjunkie #pores #glowyskin #masks #glamglow #bubblemask #exfoliate #pixibeauty #elfcosmetics #makeupvideos #beauty #makeuplover #makeupjunkie #makeupslaves121w",https://www.instagram.com/p/BctFeh2APE8/
"paox33drugstore glam 💸💄 what looks would you like to see  next ? 🤔👇🏽brows : @lorealmakeup #loreal brow stylist defined in ""brunette "" eyes : @maybelline #maybelline the city mini palette and #loreal infalible paints eyeshadow ombré in cool ivory liner : @maybelline curvitude purple liner : @lagirlcosmetics gel glide eyeliner in paradise purple #lagirlcosmetics primer : @nyxcosmetics #nyxcosmeticsilluminating cream : @elfcosmetics #elfcosmetics foundation : @lorealmakeup #loreal true match applied with a l'oréal beauty sponge highlight and contour : #loreal facial spray : @pixibeauty vitamin wake up mist #pixibeauty translucent powder : #airspunpowder blush : @essence mosaic blush #essence highlight : @maybelline master chrome lips : @lorealmakeup #loreal infallible paint matte shade 346 and 344 on center on lips lashes : @salonperfect 615 and 52 stacked #salonperfect #paox33 #hudabeauty #wakeupandmakeup #makeup #motd #makeuptutorials #vegas_nay #1minutemakeup #makeupvideo #anastasiabeverlyhills #makeupvideos #maquiagem #makeupclips #fashionarttut #videosfashions #allmodernmakeup #makeupgirlz #make4glam #lillyghalichi #shophudabeauty #makegirlz142w",https://www.instagram.com/p/BWtObAcATjn/
paox33don’t let today be a waste of makeup✨💎eyes @buxomcosmetics boss babe betty palette #buxomcosmetics eyeliner @colourpopcosmetics creme gel liner in zulu lipgloss @colourpopcosmetics #colourpopcosmetics so juicy plumping gloss in “feels like summer”foundation @neutrogena hydro boost hydrating tint in honey #neutrogenaconcealer @tartecosmetics #tartecosmetics shape tape in light medium #shapetapeconcealer blush @jouercosmetics cheeky summer blush duo in terra-cotta sands #jouercosmetics liquid liner @urbandecaycosmetics #urbandecay perversion water proof fine point eye pen #paox3338w,https://www.instagram.com/p/Bz_9igRltSs/
"paox33too early for vampy vibes? 🥀 😈foundation @lauragellerbeauty #filterfirst luminous foundation in beige concealer #laurageller filter first concealer in medium #gellerglow brows @benefitcosmetics #benefitbrows gimme brow in 4 and ka-brow  4bronzer @benefitcosmetics #benefitcosmetics hoola bronzer highlighter @lancomeofficial #lancome dual finish  rose gold blush @toofaced #toofaced papa don’t peach eyes @hankandhenrybeauty ms red carpet , no man needed and she got bread lashes @ardellbeauty demi wispies #ardelllashes pen liner @urbandecaycosmetics perversion liner eyeliner #urbandecay 24/7 glide on “invasion “ lip liner @maccosmetics #maccosmetics night moth lips @urbandecaycosmetics comfort mate lipstick  in “blackmail “  #paox33 #wakeupandmakeup #makeup #motd #darklips #cutcrease #makeuplife #makeupjunkie #maquillaje #glowy84w",https://www.instagram.com/p/BnM8B2fA_uN/
"paox33this lip color is everything!🙌the new @toofaced peaches and cream peach puff lipstick in shade “brunchin” is perfection 😍✨the formula is so lightweight and so comfortable i am obsessed !i’m also using the @toofaced super coverage concealer to highlight and contour in shade “light beige and mocha “ great to conceal ,contour, highlight and retouch👌🏼#tfpeachesandcream #toofaced #toofacedpartner #paox3354w",https://www.instagram.com/p/BvuVSjSHLBU/
paox33ojitos cafecitos ☺️brows @benefitcosmetics #benefitcosmetics brow styler “4”eyeshadow palette @hudabeauty #hudabeauty #hudabeautymercuryretrograde lashes @thelashbarla boss babe concealer #colourpop no filter concealer shade medium 26foundation @ctilburymakeup airbrush flawless in neutral blush @bareminerals bellini brunch #bareminerals lip liner  @colourpopcosmetics x @iluvsarahii  951 lipstick @colourpopcosmetics “beast “#paox3323w,https://www.instagram.com/p/B4LScwuFAVF/
paox33a little blue moment 💙🦋doing my makeup is seriously so therapeutic for me☺️ i am trying my best to create content to bring you guys happiness during these times🙏face oil @sweetchefskincare super food vitamins oil eye cream @farmacybeauty cheer up eye crayon @lauramercier #lauramercier caviar stick eye color in shade “indigo”eyeshadow palette @ctilburymakeup colour-coded eye shadows in super blue blue liner @ctilburymakeup in super blue metallic eyebrows @benefitcosmetics #benefitcosmetics gimme brow in number 4 and precisely my brow pencil concealer to clean up brows @toofaced #toofaced born this way in golden beige primer @tatcha #tatcha silk canvas color corrector #charlottetilbury concealer to highlight @elfcosmetics #elfcosmetics hydrating camo in medium sand foundation @hudabeauty #hudabeauty #fauxfilter in amaretti translucent powder #hudabeautyeasybake mascara @buxomcosmetics #buxomcosmetics xtrovert face palette @lauramercier la palette naturalle blush @lauramercier rose lip @kkwbeauty lip liner in 1 and a clear gloss on topsong supalonely by @gusdapperton 🎵3w,https://www.instagram.com/p/B-An776FU9D/
"paox33my fav type of makeup look ; bronzy and glowy af✨🍯 🌟eyebrows : @benefitcosmetics precisely , my brow pencil in number 4 eyes : #hudabeautydesertdusk and @doseofcolors eyedeal duo in sunset liquid liner : @lancomeofficial #grandioseliner lashes : @eyerisbeauty ""athena ""foundation : @hudabeauty #hudabeautyfauxfilter in ""amaretti "" concealer : @lancomeofficial 250 bisque highlight : @artistcouture illuminatilips : @frankierosecosmetics ""macaroon"" (use code paox for discount ) and @toofaced melted latex ""girl on top ""#paox33 #makeupjunkie #doseofcolors #makeup #makeuptransformation #lancome #maquillaje #maquiagem #benefitcosmetics #artistcouture #toofacedcosmetics #eyerisbeauty #hudabeauty127w",https://www.instagram.com/p/BbF6v_bgTqx/
paox33i’m always too lazy to do my hair after spending ages doing my makeup so a messy bun it is 🤷🏽‍♀️🤫 but i haven’t done a cut crease in so long soooo🔪🔪eyebrows @thebalm_cosmetics furrowcious brow pencil in dark brown  #thebalmcosmetics eyes @smashboxcosmetics #smashbox  cover shot ablaze eye palette liquid liner @eyeko #eyeko eye pencil @urbandecaycosmetics #urbandecay glide on eye pencil in zero lashes @lillylashes #lillylashes goddess foundation @purcosmetics #purcosmetics bare it all foundation light tan concealer @tartecosmetics shape tape “medium “ #tartecosmetics #tarte bronzer @beccacosmetics sunlit bronzer ipanema sun #beccacosmetics highlight and contour @sleekmakeup #sleekmakeup cream contour cream in medium highlighter @lauragellerbeauty x @alannized lips @marcbeauty liquid lipstick hot cocoa topped with @pixibeauty x @chloemorello lip icing #pixibeauty #chloemorello #paox33 #hudabeauty #wakeupandmakeup #motd #maquillaje #maquiagem #makeupjunkie #makeuptutorial #cutcrease #smokeyeye107w,https://www.instagram.com/p/BgmHNr2AY8h/
paox33can we talk about this lip tho ! haven’t put on a dark lip in forever and i’m obsessed with this one 🙌 —————————————que les parece este labial? no e usando un labial oscuro en mucho tiempo y este me encanto 👌🏼—————————————@hudabeautyshop matte lipstick lined my lips with “masquerade” and applied “ ladies night” all over the lips #hudabeautyshop #hudabeautypowerbullet lashes @kissproducts naked drama collection “veil” liquid liner @covergirl get in line active liquid liner in 350 #covergirl eyeshadow @bhcosmetics hanging in hawaii #bhcosmetics primer @milkmakeup #milkmakeup hydro grip primer concealer @toofaced #toofaced born this way multi use “almond” powder #hudabeauty easy bake “pound cake “ blush @buxomcosmetics wanderlust in “dolly “ #buxomcosmetics bronzer @girlactik matte bronzer in cabo #girlactik brows @urbandecaycosmetics brow blade in dark drapes #urbandecay#paox3356w,https://www.instagram.com/p/BvAObwZnXlj/
"paox33purple dreams 💜✨playing with some new makeup and i’m obsessed how this look turned out even without falsies 🤯eyeshadow palette @anastasiabeverlyhills x @jackieaina #abhxjackieaina #anastasiabeverlyhills eyeliner @colourpopcosmetics #colourpop bff creme gel liner in piggy bank brows @tartecosmetics busy gal brows in medium brown mascara @tartecosmetics #tartecosmetics lights, camera, lashes. foundation @milkmakeup #milkmakeup flex foundation in medium beige concealer @toofaced #toofaced multi sculpt i’m golden beige bronzer @physiciansformula butter bronzer  #physiciansformula highlighter @milkmakeup flex highlighter in blitzed blush @colourpopcosmetics #colourpopcosmetics shortcake pressed powder blushliquid lip @lorealmakeup “tease “ #loreal lip gloss @personacosmetics honey gloss #personacosmetics #paox3334w",https://www.instagram.com/p/B1PDGSYFXyP/
paox33smokey af🖤🍂 brows @tartecosmetics busy gal brows in black brown #tartecosmetics concealer @narsissist #nars radiant creamy concealer in ginger foundation @ctilburymakeup #charlottetilbury airbrush flawless in 7 warm bronzer @wetnwildbeauty #wetandwildcosmetics queens land highlighter @lauramercier la palette naturel in “a la mode “#lauramercier eyeshadow palette @colourpopcosmetics whatever #colourpop blush @colourpopcosmetics super shock in “underclassman” #colourpopcosmetics lashes @salonperfect x @brittanybearmakeup bearified lipgloss @colourpopcosmetics ultra glossy lip in lesson learned #paox3330w,https://www.instagram.com/p/B2SSwFBlitC/
paox33#nofoundation makeup look💕glass skin ✨🙌face cream @pixibeauty rose ceramic cream  #pixibeauty eye cream @skinceuticals primer spray photo finish  @smashboxcosmetics #smashboxcosmetics concealer @hudabeauty #hudabeauty #overachieverconcealer translucent powder @lauramercier #lauramercier bronzer @benefitcosmetics #hoolabronzer #benefitcosmetics blush @jouercosmetics  bouquet d’’amour #jouercosmetics eye & cheek gloss @fleshbeauty #fleshbeauty highlighter @lauragellerbeauty baked gelato iluminador in pixie pearl #lauragellerbeauty mascara @grandecosmetics #grandecosmetics #nofalsiesfebruary lips @trestique #tresique prime and color lip glaze in english rose and @lancomeofficial matte shaker in energy peach  #lancome#paox33 #naturalmakeup59w,https://www.instagram.com/p/BuCQfzsnpSS/
paox33let’s get peachy 🍑✨hair clips @igkhair #igkhair face milk @fourthraybeautyprimer @ciatelondon watermelon burst hydrating primer #ciatelondoneyebrow pencil @fentybeauty #fentybeauty brow mvp in medium brown foundation @milkmakeup #flexfoundation in medium beige #milkmakeup concealer @benefitcosmetics #benefitcosmetics booing number 5 to clean up brows and @elfcosmetics 16hr camo concealer in tan latte for under eyes #elfcosmetics eyeshadow palette @colourpopcosmetics baby got peach #colourpop lashes @lillylashes in miami lite #lillylashes bronzer and highlighter @ofracosmetics x @valelorenbeauty mixed palette #ofracosmetics blush @colourpopcosmetics fresh and peachy #colourpop lipgloss @personacosmetics “honey “ gloss #personacosmetics #paox3332w,https://www.instagram.com/p/B1pF9cRlAGx/
"paox33do we like this pop of lilac 💜🤩?eyeshadow @hudabeauty #hudabeautymeltedshadows french lance and diamond drip #hudabeauty eyebrows @benefitcosmetics #benefitcosmetics precisely, my brow pencil in number 4 and clear brow gelconcealer @toofaced #toofaced born thi way in medium beige eyeliner @hudabeautyshop life liner #hudabeautylifeliner moisturizer @freshbeauty #freshbeauty lotus youth preserve eye cream @olehenriksen #olehenriksen banana bright cream foundation #hudabeautyfauxfilter in amaretti translucent @hudabeauty #hudabeautyeasybake in cupcake bronzer @ctilburymakeup #charlottetilbury instant look in a palette blush @benefitcosmetics #benefitcosmetics dandelion highlighter @bareminerals endless glow highlighter in fierce #bareminerals lips @hudabeautyshop in last night #paox3310w",https://www.instagram.com/p/B74F-YwFq-m/
paox33soaking up some vitamin d 🌞❤️ focused on the skin today 💦✨eyes @hudabeauty #hudabeautynewnude mascara @toofaced #toofaced better than sex lips @lancomeofficial x @camilacoelho carioca summer and last minute #lancome #camilacoelho foundation @toofaced dew you foundation warm sand concealer @coverfx #coverfx power play in medium 2 bronzer @benefitcosmetics #hoolabronzer brows #benefitcosmetics goof proof and gime brow 4 highlighter @bareminerals bare pro glow and @maccosmetics oh darling #maccosmetics #bareminerals blush @lauragellerbeauty baked topic hues #paox33 #makeupjunkie #motd #glowyskin #skin #hudabeauty #makeuplife #maquillaje74w,https://www.instagram.com/p/Bp7obHbHrtS/
paox33warm tones are my favorite 🔥😍would you wear this look? ———————————————los tonos calidos son mis favoritos! 🙌que les parece este look ? ☺️———————————————facial spray @smashboxcosmetics photo finish primer water #smashboxcosmetics color corrector @lancomeofficial #lancome teint idols ultra wear foundation @hourglasscosmetics vanish stick in beige beauty sponge @beautyblender #beautyblender sunshine oil @milkmakeup #milkmakeup concealer @shophudabeauty #overachieverconcealer  mixed with  @toofaced #toofaced  multi sculpting concealer setting powder @hudabeauty #hudabeautyeasybake bronzer @lauramercier blush @urbandecaycosmetics naked cherry highlighter @maybelline master chrome in molten gold #maybelline dewy skin mist @tatcha #tatcha eyeshadow palette @glamlite #glamlite pizza palette lips #hudabeautyliquidmatte in trendsetter and @beccacosmetics cupid’s kiss lipstick #beccacosmetics #paox3365w,https://www.instagram.com/p/Bsi_ktHHwLV/
paox33messy hair don’t care 😇💕brows @benefitcosmetics #benefitbrows brow styler foundation @hourglasscosmetics vanish stick in beige #hourglasscosmetics concealer @narsissist #narsissist creamy radiant in custard face palette @ctilburymakeup glowgasm face palette lipgloss @colourpopcosmetics #colourpopcosmetics ultra glossy lip in crazy little wing eyeshadow #colourpop night owl lashes @tatti_lashes tl 10 thank you @wander_beauty for this silk robe ✨#paox3323w,https://www.instagram.com/p/B4YUWfolaMx/
"paox33my current go to look ✨👀🔪eyes eye mask @elfcosmetics #elfcosmetics charcoal hydrogel under eye masks eyeshadow @japonesque velvet touch eyeshadow #japonesque @covergirl vitalist healthy glow ""6"" #covergirl lashes  @lillylashes luxe #lillylashes facemoisturizer @glamglow waterburst #glamglow foundation @lauramercier #lauramercier flawless fusion in suntan corrector @beccacosmetics #beccacosmetics concealer @maccosmetics  water weight concealer in nc 20 to bronze up my skin i used #maccosmetics water weight concealer in nc45blush @bareminerals ""that peach tho "" face powder @maccosmetics x @patrickstarrr highlighter  @ofracosmetics feeling myself highlighter palette #ofracosmetics lips@frankierosecosmetics ""macaroon "" and on the center of the lips  @doseofcolors knock on wood #doseofcolors #paox33 #shimycatsmua #hudabeauty #wakeupandmakeup #masks #hairmakeupdiary #fakeuproom #hypnaughtypower #peachyqueenblog #makeupvideos #makeuptutorials #makegirlz #makeupjunkie #makeupvideosss #maquiagem #maryhadalittleglam114w",https://www.instagram.com/p/BejoDbZgck-/
paox33let’s get glam ✨💃🏻face mask @farsalicare hydration bae #farsalicare eyeshadow palette @tartecosmetics young wild & cruelty free #tartecosmetics concealer to clean up brows @tartecosmetics shape tape in light medium #shapetapenationeye pigment @artistcouture diamond lights finisher in diamond bronze  #artirstcouture highlighter @tartecosmetics chrome paint #tartebronzer @maccosmetics sun-soaked strip blush @jouercosmetics cheeky summer #jouercosmetics foundation @wetnwildbeauty stick foundation concealer @jouercosmeticsloose powder @lancomeofficial eyebrow gel @urbandecaycosmeticsskin mist @tatcha luminous dewy skin mist #tatcha lipgloss @hourglasscosmeticsbeauty sponge @beautyblender #beautyblender#paox3341w,https://www.instagram.com/p/BzHQqEJlGsB/
paox33giveaway has been closed. winner has been announced 💕————————-back at it with another giveaway 💥😬so excited to have partnered with #toofaced to gift one lucky winner one year of supply of the damn girl mascara 🙌rules 👀•must be following @toofaced & @paox33 •like this post •tag a friend#toofacedpartner #tfdamngirl winner will be announced 7/8/19 ——-products used @toofaced  damn girl mascara@tatcha the dewy skin cream #tatcha @maccosmetics color corrector @beautyblender sponge #beautyblender @toofaced born this way foundation in sand @toofaced multi-use sculpting concealer @lauramercier #lauramercier bronzer @toofaced fruit cocktail duo berries and bubbly @toofaced you’re so jelly highlighter bourbon bronze @lancomeofficial drama matte lipstick  warm fascination40w,https://www.instagram.com/p/BzYvX71FX3i/
paox33trayéndoles un poquito de sunshine ✨💛🌻 #paox33 eyeshadow palette @colourpopcosmetics #colourpopcosmetics uh huh honey lashes @ardellbeauty #ardelllashes d curl blush @buxomcosmetics wanderlust in seychelles #buxomcosmetics foundation @milanicosmetics #milanicosmetics screen queen in shade 350 lip liner @kkwbeauty in nude 1lipstick #kkwbeauty nude 41w,https://www.instagram.com/p/B-YGiTYlLaq/
paox33me encanta el color azul para los ojos cafés 🥵💙eyeshadow @ctilburymakeup luxury palette in super blue #charlottetilbury lip liner @kkwbeauty nude 1 topped off with @jouercosmetics essential lip oil in natural shine foundation @hudabeauty #hudabeauty #fauxfilter in amaretti concealer @elfcosmetics #elfcosmetics hydrating camo in medium sand #paox333w,https://www.instagram.com/p/B92YBHJFh3W/
"paox33copper tones are my fav 💥 what do you guys think of this look ?😘facial spray : @mariobadescu #mariobadescuprimer : @smashboxcosmetics #smashbox radiance primerfoundation : @lauramercier #lauramercier flawless fusion in suntan concealer : @urbandecaycosmetics #urbandecay ""shade medium ""contour : @smashboxcosmetics #smashbox studio skin shaping foundation stick shade 2.2 sponge : @realtechniques #realtechniques bronzer : @marcbeauty #marcbeauty in ""tan- tastic "" highlighter : @beccacosmetics #beccacosmetics ""pearl flashes gold ""eyes : @makeupaddictioncosmetics #makeupaddictioncosmetics ""smoked out palette "" and @kikomilanousa #kikomilano mini divas baked eyeshadow in 02 on the lid lashes : @hudabeauty @shophudabeauty #shophudabeauty in ""scarlett"" lips : @frankierosecosmetics liquid lipstick in ""macaroon "" #frankierosecosmetics 🎵 jbalvin mi gente #paox33 #hudabeauty #wakeupandmakeup #makeup #motd #makeuptutorials #vegas_nay #1minutemakeup #makeupvideo #anastasiabeverlyhills #makeupvideos #maquiagem #makeupclips #fashionarttut #videosfashions #allmodernmakeup #makeupgirlz #make4glam144w",https://www.instagram.com/p/BWLTgMEgQy8/
"paox33the weather in ny is cray!🔥so messy bun type of day it is🤷🏻‍♀️something simple just playing with new products 🎨foundation : @lauramercier #lauramercier flawless fusion foundation ""4n1"" concealer: @lauramercier candle glow concealer shade 2 lips : @hudabeauty #hudabeautylipstrobe ""shameless "" lashes : @shophudabeauty #shophudabeauty ""camille "" highlight : @artistcouture #artistcouture ""illuminati "" eyes : @pretty_vulgar ""early bird palette "" eyeliner : @thebalm_cosmetics schwing black eyeliner eyebrows : @benefitcosmetics precisely my brow pencil number 6 #benefitcosmetics #thebalmcosmetics #prettyvulgar #wakeupandmakeup #paox33 #makeup #motd #makeupjunkie #hudabeauty147w",https://www.instagram.com/p/BVQq7zSgxG_/
"paox33quick & easy ring master makeup 🎟🎭♥️mis amores my first halloween #makeuptutorial !🙈 👻 what do you babes think ? face jewels and choker : @queenpee (""paolaxoxo""discount code )contacts @misaki_cosmetics cotton series ash grey eyeshadow : #hudabeautydesertdusk @hudabeauty yellow liner : @nyxcosmetics #nyxcosmetics black liner : @maybelline #maybelline curvitude lashes : @shophudabeauty ""giselle ""concealer : @tartecosmetics #shapetapeconcealer lips : @maccosmetics nightmoth lip liner and #hudabeautyliquidmatte in ""cheerleader "" song : mike emilio -clown#pressplay #halloween #halloweenmakeup #makeupvideo #makeupvideoss #makeupclips #fakeupfix #makeuptutorials #pressplay #makeupvids #alyakattan #wakeupandmakeup #makeupvideos #makeupgirlz #maquiagem #maquillajesvideos #maquillaje #tarte #maccosmetics #shophudabeauty #hudabeauty #makegirlz #maryhadalittleglam130w",https://www.instagram.com/p/BaFOGNqAMoE/
"paox33wing so sharp it could ________😏🔪eyes : @shophudabeauty #hudabeautyrosegoldpalette liner : @thebalm_cosmetics #thebalmcosmetics brows : @benefitcosmetics kabrow in 04 #benefitcosmetics concealer : @tartecosmetics #tarte shape tape foundation : @toofaced born this way in sand #toofaced lashes : hudabeauty jade lips : @hudabeauty #hudabeautylipstrobe in ""snobby "" highlight : @maccosmetics #maccosmetics ""oh darling "" blush : @benefitcosmetics dandelion #benefit bronzer : @beccacosmetics #beccacosmetics ""capri coast ""#wakeupandmakeup #paox33 #makeupjunkie #motd #makeup146w",https://www.instagram.com/p/BVnANZqAJ6m/
"paox33tri color 🇪🇨🙌 maquillaje de hoy inspirado en los colores de mi hermoso pais ❤️❤️ de donde son ustedes ?yo naci en ecuador y me vine a vivir a new york a los 8 años .----------------------------------------------------today's makeup inspiration came from my beautiful country 🇪🇨🙌 where are you guys from ?i was born in ecuador but moved to new york when i was 8 years old.----------------------------------------------------eyebrows : @benefitcosmetics kabrow 4 eyes : @hudabeauty #hudabeautyelectricobsessions and @urbandecaycosmetics #kristenleanne kaleidoscope dream #urbandecaycosmetics lashes : @lillylashes doha #lillylashes lips : @frankierosecosmetics ""macaroon"" highlighter : @beccacosmetics #beccacosmetics vanilla quartz foundation : @lauramercier flawless fusion in golden #lauramercier concealer #shapetapeconcealer #tartecosmetics bronzer : @kikomilanousa fall 2.0 bronze melange #paox33 #wakeandmakeup #hudabeauty #shophudabeauty #lillyghalichi #ecuador #makeupjunkie #motd #makeuptransformation115w",https://www.instagram.com/p/BeUS5CKA2mF/
paox33feeling azul 🦋✨eye cream @farsalicare haldi eyes #farsalicare primer @smithandcult glow brite face mist @wander_beauty glow getter mistlip gloss @smithandcult hydra gloss in dusty mauvehighlighter @lancomeofficial dual finish in luminous gold blush @toofaced like my melons contour @hudabeauty tantour in medium #hudabeautytantour concealer @huda overachiever in cookie dough eyeshadow @jouercosmetics  tan lines46w,https://www.instagram.com/p/Bxx0PfrhHqh/
paox33smokeyyy af👀💨do you love ? yes or no?🤔eyes : @toofaced white peach palette #toofaced brows : @benefitcosmetics #benefitcosmetics goof proof brow pencil in number 4black liner : @lagirlcosmetics ultimate black liquid liner : @thebalm_cosmetics schwing #thebalmcosmetics lashes @lillylashes mykonos primer : @benefitcosmetics porefessional foundation : @hudabeauty @shophudabeauty #hudabeauty #fauxfilter #fauxfilterfoundation in tres leches concealer: @tartecosmetics #tartecosmetics #shapetapeconcealer bronzer : @kikomilanousa fall 2.0 bronzer in 02 lips : @smashboxcosmetics #alwaysonliquidlipstick in psychic medium #smashbox highlighter : @lancomeofficial #lancome dual finish highlighter in luminous gold blush : @bareminerals that peach tho face spray : @tatcha luminous dewy skin mist #paox33 #makeup #motd #makeupjunkie #wakeupandmakeup #smokeyeye #nudelip #makeupvideos #maquillaje #maquiagem114w,https://www.instagram.com/p/BeovwtygtsB/
paox33soft/natural looks are my favorite ☺️🤷🏽‍♀️ oh at it feels soo good to not wear falsies today 😬 i honestly have a love/hate relationship with false lashes 😭—————————————mis amores les cuento que mis looks  favoritos son los más suavecitos/naturales!oh y se siente increíble no usar  pestañas postizas .la verdad es que como que las amo y las odio a las mista ves😂😭 ————————————-mascara @toofaced better than sex foundation @lorealmakeup true match and @hourglasscosmetics vanish stick blush @milkmakeup lip and cheek swish #milkmakeup highlighter #toofaced diamond light in canary diamond71w,https://www.instagram.com/p/Bq3MI91HBgH/
paox33h a p p i n e s s is a good hair and makeup day 🙌used @theproductjunkie babe waves for this hair ✨brows @benefitcosmetics #benefitbrows goof proof pencil number 4eyeshadow palette @anastasiabeverlyhills x @jackieaina #abhxjackieaina foundation @ctilburymakeup airbrush flawless foundation in shade 7 #charlottetilbury blush @colourpopcosmetics fresh and peachy #colourpop bronzer @ofracosmetics x @valelorenbeauty palette lips @colourpopcosmetics gimme smore lip tint #colourpopcosmetics highlighter @sammarcelbeauty that glow glow highlighting palette #sammarcelbeauty lashes @lillylashes #lillylashes miami lite #paox3332w,https://www.instagram.com/p/B1uyV25FYYW/
paox33that shadow on my face got me 🤬but obsessed with this purple on the eyes 👀makes my 💩 eyes pop 💥eyes @urbandecaycosmetics #borntorun palette eyeliner #urbandecay glide on eye pencil in psychedelic sister liquid liner @thebalm schwing liner brows @lagirlcosmetics brow pomade in soft brown foundation @toofaced #toofaced born this way foundation in golden beige concealer #toofacedcosmetics born this way concealer in golden beige bronzer @lauramercier matte bronzing powder in soleil 1 highlighter @maybelline #maybelline master chrome in”100 molten gold “ lashes @lillylashes mink miami lips @ofracosmetics liquid lipstick in verona topped off with  @bitebeauty french press lip gloss in salted caramel #paox33 #wakeupandmakeup #hudabeauty #motd #maquillaje #makeup #maquiagem #glowy93w,https://www.instagram.com/p/BkeALzDgViR/
"paox33when you run out of poses 🤷🏽‍♀️😂i think this might be one of my favorite looks 🤔 what do you think of this look babes ???🤗eyebrows @japonesque #japonesque kumadori dual ended brow pencil eyeshadow @tartecosmetics tease palette and @shopvioletvoss drenched metal palette liquid liner : @thebalm_cosmetics schwing #thebalm #womenempowerment eyeliner  #maccosmetics mountain air mascara @benefitcosmetics #benefitcosmetics  bad gal mascara lashes : @lillylashes mykonos foundation @shophudabeauty #hudabeautyfauxfilter #fauxfilter in tres leches concealer @tartecosmetics #shapetapeconcealer medium bronzer : @thebalm_cosmetics take home the bronze in toni highlighter @maccosmetics hyper real glow lips : @frankierosecosmetics macaroon use code ""paola"" #paox33 #hudabeauty #wakeupandmakeup #motd #makeupvideos #makeupjunkie #highlighter #brows #maquillaje #maquiagem113w",https://www.instagram.com/p/BfCO7XwAV2h/
"paox33a little valentine’s day inspo 💖🥰 eye patches @milkmakeup #milkmakeup chill out brows @benefitcosmetics #benefitcosmetics #benefitbrows precisely,my brow pencil in number 4 and gimme brow concealer @elfcosmetics 16hr camo #elfcosmetics eyes @hudabeauty #hudabeauty #hudabeautymeltedshadows in wednesday and froyo @bhcosmetics #bhcosmetics trendy in tokyo moisturizer @glowrecipe #glowrecipe banana soufflé eye cream @freshbeauty #freshbeauty black tea corrector @lancomeofficial #lancome teint idole ultra wear beauty sponge and puffer  @beautyblender #beautyblender foundation @ctilburymakeup #charlottetilbury airbrush flawless concealer @toofaced born this way #toofaced contour stick @rimmellondonus #rimmellondon insta duo contour stick in light translucent powder @hudabeautyshop #easybake cupcake bronzer @bareminerals #bareminerals blush @jillstuartbeautyus lacy rose highlighter @lancomeofficial les monochromatiques palette lipstick @maccosmetics among the fireflies  #maccosmetics face mist @tatcha luminous dewy skin mist #tatcha #paox339w",https://www.instagram.com/p/B8HeoIvl2rb/
